Order,Site,Site Abbrev,Sampling Event,Bin,SAMPLE #,Sample ID,Date,Time,FL (mm),Field Run ID,Fin Clip (Y/N),Comments,USFWS Biosample ID,
515,Feather-RM61,FTH,1,A,26,FTH_1_A_26,1/11/2022,10:28,36,Fall,N,,,
516,Feather-RM61,FTH,1,A,27,FTH_1_A_27,1/11/2022,10:30,33,Fall,N,,,
517,Feather-RM61,FTH,1,A,28,FTH_1_A_28,1/11/2022,10:33,35,Fall,N,,,
518,Feather-RM61,FTH,1,A,29,FTH_1_A_29,1/11/2022,10:35,35,Fall,N,,,
519,Feather-RM61,FTH,1,A,30,FTH_1_A_30,1/11/2022,10:37,33,Fall,N,,,
520,Feather-RM61,FTH,1,A,31,FTH_1_A_31,1/11/2022,10:38,33,Fall,N,,,
521,Feather-RM61,FTH,1,A,32,FTH_1_A_32,1/11/2022,10:39,37,Fall,N,,,
522,Feather-RM61,FTH,1,A,33,FTH_1_A_33,1/11/2022,10:41,34,Fall,N,,,
523,Feather-RM61,FTH,1,A,34,FTH_1_A_34,1/11/2022,10:42,35,Fall,N,,,
524,Feather-RM61,FTH,1,A,35,FTH_1_A_35,1/11/2022,10:43,36,Fall,N,,,
525,Feather-RM61,FTH,1,A,36,FTH_1_A_36,1/11/2022,10:44,34,Fall,N,,,
526,Feather-RM61,FTH,1,A,37,FTH_1_A_37,1/11/2022,10:46,34,Fall,N,,,
527,Feather-RM61,FTH,1,A,38,FTH_1_A_38,1/11/2022,10:47,33,Fall,N,,,
528,Feather-RM61,FTH,1,A,39,FTH_1_A_39,1/11/2022,10:48,35,Fall,N,,,
529,Feather-RM61,FTH,1,A,40,FTH_1_A_40,1/11/2022,10:49,37,Fall,N,,,
530,Feather-RM61,FTH,1,A,41,FTH_1_A_41,1/11/2022,10:50,33,Fall,N,,,
531,Feather-RM61,FTH,1,A,42,FTH_1_A_42,1/11/2022,10:52,34,Fall,N,,,
532,Feather-RM61,FTH,1,A,43,FTH_1_A_43,1/11/2022,10:53,35,Fall,N,,,
533,Feather-RM61,FTH,1,A,44,FTH_1_A_44,1/11/2022,10:54,35,Fall,N,,,
534,Feather-RM61,FTH,1,A,45,FTH_1_A_45,1/11/2022,10:55,33,Fall,N,,,
535,Feather-RM61,FTH,1,A,46,FTH_1_A_46,1/11/2022,10:56,33,Fall,N,,,
536,Feather-RM61,FTH,1,A,47,FTH_1_A_47,1/11/2022,10:57,36,Fall,N,,,
537,Feather-RM61,FTH,1,A,48,FTH_1_A_48,1/11/2022,10:58,34,Fall,N,,,
538,Feather-RM61,FTH,1,A,49,FTH_1_A_49,1/11/2022,10:59,35,Fall,N,,,
539,Feather-RM61,FTH,1,A,50,FTH_1_A_50,1/11/2022,11:00,34,Fall,N,,,
540,Feather-RM61,FTH,1,A,51,FTH_1_A_51,1/12/2022,9:15,34,Fall,N,,,
541,Feather-RM61,FTH,1,A,52,FTH_1_A_52,1/12/2022,9:16,33,Fall,N,,,
542,Feather-RM61,FTH,1,A,53,FTH_1_A_53,1/12/2022,9:17,33,Fall,N,,,
543,Feather-RM61,FTH,1,A,54,FTH_1_A_54,1/12/2022,9:18,36,Fall,N,,,
544,Feather-RM61,FTH,1,A,55,FTH_1_A_55,1/12/2022,9:19,32,Fall,N,,,
545,Feather-RM61,FTH,1,A,56,FTH_1_A_56,1/12/2022,9:20,37,Fall,N,,,
546,Feather-RM61,FTH,1,A,57,FTH_1_A_57,1/12/2022,9:21,33,Fall,N,,,
547,Feather-RM61,FTH,1,A,58,FTH_1_A_58,1/12/2022,9:22,32,Fall,N,,,
548,Feather-RM61,FTH,1,A,59,FTH_1_A_59,1/12/2022,9:24,33,Fall,N,,,
549,Feather-RM61,FTH,1,A,60,FTH_1_A_60,1/12/2022,9:25,35,Fall,N,,,
550,Feather-RM61,FTH,1,A,61,FTH_1_A_61,1/12/2022,9:26,32,Fall,N,,,
551,Feather-RM61,FTH,1,A,62,FTH_1_A_62,1/12/2022,9:28,34,Fall,N,,,
552,Feather-RM61,FTH,1,A,63,FTH_1_A_63,1/12/2022,9:30,34,Fall,N,,,
553,Feather-RM61,FTH,1,A,64,FTH_1_A_64,1/12/2022,9:31,35,Fall,N,,,
554,Feather-RM61,FTH,1,A,65,FTH_1_A_65,1/12/2022,9:32,34,Fall,N,,,
555,Feather-RM61,FTH,1,A,66,FTH_1_A_66,1/12/2022,9:33,35,Fall,N,,,
556,Feather-RM61,FTH,1,A,67,FTH_1_A_67,1/12/2022,9:34,34,Fall,N,,,
557,Feather-RM61,FTH,1,A,68,FTH_1_A_68,1/12/2022,9:35,36,Fall,N,,,
558,Feather-RM61,FTH,1,A,69,FTH_1_A_69,1/12/2022,9:36,35,Fall,N,,,
559,Feather-RM61,FTH,1,A,70,FTH_1_A_70,1/12/2022,9:38,33,Fall,N,,,
560,Feather-RM61,FTH,1,A,71,FTH_1_A_71,1/12/2022,9:39,35,Fall,N,,,
561,Feather-RM61,FTH,1,A,72,FTH_1_A_72,1/12/2022,9:40,34,Fall,N,,,
562,Feather-RM61,FTH,1,A,73,FTH_1_A_73,1/12/2022,9:41,36,Fall,N,,,
563,Feather-RM61,FTH,1,A,74,FTH_1_A_74,1/12/2022,9:43,33,Fall,N,,,
564,Feather-RM61,FTH,1,A,75,FTH_1_A_75,1/12/2022,9:44,35,Fall,N,,,
565,Feather-RM61,FTH,1,A,76,FTH_1_A_76,1/12/2022,9:45,34,Fall,N,,,
566,Feather-RM61,FTH,1,A,77,FTH_1_A_77,1/12/2022,9:46,33,Fall,N,,,
567,Feather-RM61,FTH,1,A,78,FTH_1_A_78,1/12/2022,9:48,35,Fall,N,,,
568,Feather-RM61,FTH,1,A,79,FTH_1_A_79,1/12/2022,9:49,32,Fall,N,,,
569,Feather-RM61,FTH,1,A,80,FTH_1_A_80,1/12/2022,9:50,34,Fall,N,,,
570,Feather-RM61,FTH,2,A,1,FTH_2_A_1,1/25/2022,9:12,34,Fall,N,,,
571,Feather-RM61,FTH,2,A,2,FTH_2_A_2,1/25/2022,n/r,37,Fall,N,,,
572,Feather-RM61,FTH,2,A,3,FTH_2_A_3,1/25/2022,n/r,39,Fall,N,,,
573,Feather-RM61,FTH,2,A,4,FTH_2_A_4,1/25/2022,n/r,35,Fall,N,,,
574,Feather-RM61,FTH,2,A,5,FTH_2_A_5,1/25/2022,n/r,34,Fall,N,,,
575,Feather-RM61,FTH,2,A,6,FTH_2_A_6,1/25/2022,n/r,32,Fall,N,,,
576,Feather-RM61,FTH,2,A,7,FTH_2_A_7,1/25/2022,n/r,36,Fall,N,,,
577,Feather-RM61,FTH,2,A,8,FTH_2_A_8,1/25/2022,n/r,41,Fall,N,,,
578,Feather-RM61,FTH,2,A,9,FTH_2_A_9,1/25/2022,n/r,34,Fall,N,,,
579,Feather-RM61,FTH,2,A,10,FTH_2_A_10,1/25/2022,n/r,35,Fall,N,,,
580,Feather-RM61,FTH,2,A,11,FTH_2_A_11,1/25/2022,n/r,33,Fall,N,,,
581,Feather-RM61,FTH,2,A,12,FTH_2_A_12,1/25/2022,n/r,35,Fall,N,,,
582,Feather-RM61,FTH,2,A,13,FTH_2_A_13,1/25/2022,n/r,38,Fall,N,,,
583,Feather-RM61,FTH,2,A,14,FTH_2_A_14,1/25/2022,n/r,34,Fall,N,,,
584,Feather-RM61,FTH,2,A,15,FTH_2_A_15,1/25/2022,n/r,31,Fall,N,,,
585,Feather-RM61,FTH,2,A,16,FTH_2_A_16,1/25/2022,n/r,34,Fall,N,,,
586,Feather-RM61,FTH,2,A,17,FTH_2_A_17,1/25/2022,n/r,34,Fall,N,,,
587,Feather-RM61,FTH,2,A,18,FTH_2_A_18,1/25/2022,n/r,35,Fall,N,,,
588,Feather-RM61,FTH,2,A,19,FTH_2_A_19,1/25/2022,n/r,37,Fall,N,,,
589,Feather-RM61,FTH,2,A,20,FTH_2_A_20,1/25/2022,n/r,33,Fall,N,,,
590,Feather-RM61,FTH,2,A,21,FTH_2_A_21,1/25/2022,n/r,35,Fall,N,,,
591,Feather-RM61,FTH,2,A,22,FTH_2_A_22,1/25/2022,n/r,32,Fall,N,,,
592,Feather-RM61,FTH,2,A,23,FTH_2_A_23,1/25/2022,n/r,38,Fall,N,,,
593,Feather-RM61,FTH,2,A,24,FTH_2_A_24,1/25/2022,n/r,37,Fall,N,,,
594,Feather-RM61,FTH,2,A,25,FTH_2_A_25,1/25/2022,n/r,38,Fall,N,,,
595,Feather-RM61,FTH,2,A,26,FTH_2_A_26,1/25/2022,n/r,39,Fall,N,,,
596,Feather-RM61,FTH,2,A,27,FTH_2_A_27,1/25/2022,n/r,36,Fall,N,,,
597,Feather-RM61,FTH,2,A,28,FTH_2_A_28,1/25/2022,n/r,39,Fall,N,,,
598,Feather-RM61,FTH,2,A,29,FTH_2_A_29,1/25/2022,n/r,33,Fall,N,,,
599,Feather-RM61,FTH,2,A,30,FTH_2_A_30,1/25/2022,n/r,34,Fall,N,,,
600,Feather-RM61,FTH,2,A,31,FTH_2_A_31,1/25/2022,n/r,36,Fall,N,,,
601,Feather-RM61,FTH,2,A,32,FTH_2_A_32,1/25/2022,n/r,36,Fall,N,,,
602,Feather-RM61,FTH,2,A,33,FTH_2_A_33,1/25/2022,n/r,35,Fall,N,,,
603,Feather-RM61,FTH,2,A,34,FTH_2_A_34,1/25/2022,n/r,37,Fall,N,,,
604,Feather-RM61,FTH,2,A,35,FTH_2_A_35,1/25/2022,n/r,34,Fall,N,,,
605,Feather-RM61,FTH,2,A,36,FTH_2_A_36,1/25/2022,n/r,34,Fall,N,,,
606,Feather-RM61,FTH,2,A,37,FTH_2_A_37,1/25/2022,n/r,36,Fall,N,,,
607,Feather-RM61,FTH,2,A,38,FTH_2_A_38,1/25/2022,n/r,33,Fall,N,,,
608,Feather-RM61,FTH,2,A,39,FTH_2_A_39,1/25/2022,n/r,35,Fall,N,,,
609,Feather-RM61,FTH,2,A,40,FTH_2_A_40,1/25/2022,n/r,36,Fall,N,,,
610,Feather-RM61,FTH,2,A,41,FTH_2_A_41,1/25/2022,n/r,34,Fall,N,,,
611,Feather-RM61,FTH,2,A,42,FTH_2_A_42,1/25/2022,n/r,36,Fall,N,,,
612,Feather-RM61,FTH,2,A,43,FTH_2_A_43,1/25/2022,n/r,32,Fall,N,,,
613,Feather-RM61,FTH,2,A,44,FTH_2_A_44,1/25/2022,n/r,36,Fall,N,,,
614,Feather-RM61,FTH,2,A,45,FTH_2_A_45,1/25/2022,n/r,34,Fall,N,,,
615,Feather-RM61,FTH,2,A,46,FTH_2_A_46,1/25/2022,n/r,37,Fall,N,,,
616,Feather-RM61,FTH,2,A,47,FTH_2_A_47,1/25/2022,n/r,35,Fall,N,,,
617,Feather-RM61,FTH,2,A,48,FTH_2_A_48,1/25/2022,n/r,38,Fall,N,,,
618,Feather-RM61,FTH,2,A,49,FTH_2_A_49,1/25/2022,n/r,36,Fall,N,,,
619,Feather-RM61,FTH,2,A,50,FTH_2_A_50,1/25/2022,n/r,34,Fall,N,,,
620,Feather-RM61,FTH,2,A,51,FTH_2_A_51,1/25/2022,n/r,34,Fall,N,,,
621,Feather-RM61,FTH,2,A,52,FTH_2_A_52,1/25/2022,n/r,40,Fall,N,,,
622,Feather-RM61,FTH,2,A,53,FTH_2_A_53,1/25/2022,n/r,40,Fall,N,,,
623,Feather-RM61,FTH,2,A,54,FTH_2_A_54,1/25/2022,n/r,34,Fall,N,,,
624,Feather-RM61,FTH,2,A,55,FTH_2_A_55,1/25/2022,n/r,36,Fall,N,,,
625,Feather-RM61,FTH,2,A,56,FTH_2_A_56,1/25/2022,n/r,35,Fall,N,,,
626,Feather-RM61,FTH,2,A,57,FTH_2_A_57,1/25/2022,n/r,36,Fall,N,,,
627,Feather-RM61,FTH,2,A,58,FTH_2_A_58,1/25/2022,n/r,34,Fall,N,,,
628,Feather-RM61,FTH,2,A,59,FTH_2_A_59,1/25/2022,n/r,37,Fall,N,,,
629,Feather-RM61,FTH,2,A,60,FTH_2_A_60,1/25/2022,n/r,39,Fall,N,,,
630,Feather-RM61,FTH,2,A,61,FTH_2_A_61,1/25/2022,n/r,36,Fall,N,,,
631,Feather-RM61,FTH,2,A,62,FTH_2_A_62,1/25/2022,n/r,37,Fall,N,,,
632,Feather-RM61,FTH,2,A,63,FTH_2_A_63,1/25/2022,n/r,35,Fall,N,,,
633,Feather-RM61,FTH,2,A,64,FTH_2_A_64,1/25/2022,n/r,36,Fall,N,,,
634,Feather-RM61,FTH,2,A,65,FTH_2_A_65,1/25/2022,n/r,40,Fall,N,,,
635,Feather-RM61,FTH,2,A,66,FTH_2_A_66,1/25/2022,n/r,34,Fall,N,,,
636,Feather-RM61,FTH,2,A,67,FTH_2_A_67,1/25/2022,n/r,38,Fall,N,,,
637,Feather-RM61,FTH,2,A,68,FTH_2_A_68,1/25/2022,n/r,36,Fall,N,,,
638,Feather-RM61,FTH,2,A,69,FTH_2_A_69,1/25/2022,n/r,37,Fall,N,,,
639,Feather-RM61,FTH,2,A,70,FTH_2_A_70,1/25/2022,n/r,36,Fall,N,,,
640,Feather-RM61,FTH,2,A,71,FTH_2_A_71,1/25/2022,n/r,36,Fall,N,,,
641,Feather-RM61,FTH,2,A,72,FTH_2_A_72,1/25/2022,n/r,38,Fall,N,,,
642,Feather-RM61,FTH,2,A,73,FTH_2_A_73,1/25/2022,n/r,33,Fall,N,,,
643,Feather-RM61,FTH,2,A,74,FTH_2_A_74,1/25/2022,n/r,37,Fall,N,,,
644,Feather-RM61,FTH,2,A,75,FTH_2_A_75,1/25/2022,n/r,33,Fall,N,,,
645,Feather-RM61,FTH,2,A,76,FTH_2_A_76,1/25/2022,n/r,35,Fall,N,,,
646,Feather-RM61,FTH,2,A,77,FTH_2_A_77,1/25/2022,n/r,39,Fall,N,,,
647,Feather-RM61,FTH,2,A,78,FTH_2_A_78,1/25/2022,n/r,37,Fall,N,,,
648,Feather-RM61,FTH,2,A,79,FTH_2_A_79,1/25/2022,n/r,33,Fall,N,,,
649,Feather-RM61,FTH,2,A,80,FTH_2_A_80,1/25/2022,n/r,34,Fall,N,,,
650,Feather-RM61,FTH,2,B,1,FTH_2_B_1,1/24/2022,10:00,50,Spring,N,,,
651,Feather-RM61,F6122,3,A,1,F6122_3_A_1,2/8/2022,10:34,47,Fall,Y,,,
652,Feather-RM61,F6122,3,A,2,F6122_3_A_2,2/8/2022,10:36,49,Fall,Y,,,
653,Feather-RM61,F6122,3,A,3,F6122_3_A_3,2/8/2022,10:44,48,Fall,Y,,,
654,Feather-RM61,F6122,3,A,4,F6122_3_A_4,2/8/2022,10:47,46,Fall,Y,,,
655,Feather-RM61,F6122,3,A,5,F6122_3_A_5,2/8/2022,10:58,49,Fall,Y,,,
656,Feather-RM61,F6122,3,A,6,F6122_3_A_6,2/8/2022,11:09,47,Fall,Y,,,
657,Feather-RM61,F6122,3,A,7,F6122_3_A_7,2/8/2022,11:12,35,Fall,Y,,,
658,Feather-RM61,F6122,3,A,8,F6122_3_A_8,2/8/2022,11:13,35,Fall,Y,,,
659,Feather-RM61,F6122,3,A,9,F6122_3_A_9,2/8/2022,11:14,34,Fall,Y,,,
660,Feather-RM61,F6122,3,A,10,F6122_3_A_10,2/8/2022,11:16,36,Fall,Y,,,
661,Feather-RM61,F6122,3,A,11,F6122_3_A_11,2/8/2022,11:19,35,Fall,Y,,,
662,Feather-RM61,F6122,3,A,12,F6122_3_A_12,2/8/2022,11:21,35,Fall,Y,,,
663,Feather-RM61,F6122,3,A,13,F6122_3_A_13,2/8/2022,11:23,36,Fall,Y,,,
664,Feather-RM61,F6122,3,A,14,F6122_3_A_14,2/8/2022,11:24,34,Fall,Y,,,
665,Feather-RM61,F6122,3,A,15,F6122_3_A_15,2/8/2022,11:26,45,Fall,Y,,,
666,Feather-RM61,F6122,3,A,16,F6122_3_A_16,2/9/2022,11:37,46,Fall,Y,Collected 2/9,,
667,Feather-RM61,F6122,3,A,17,F6122_3_A_17,2/8/2022,11:50,35,Fall,Y,,,
668,Feather-RM61,F6122,3,A,18,F6122_3_A_18,2/8/2022,11:52,36,Fall,Y,,,
669,Feather-RM61,F6122,3,A,19,F6122_3_A_19,2/8/2022,11:54,37,Fall,Y,,,
670,Feather-RM61,F6122,3,A,20,F6122_3_A_20,2/8/2022,11:55,36,Fall,Y,,,
671,Feather-RM61,F6122,3,A,21,F6122_3_A_21,2/8/2022,11:57,35,Fall,Y,,,
672,Feather-RM61,F6122,3,A,22,F6122_3_A_22,2/8/2022,11:58,35,Fall,Y,,,
673,Feather-RM61,F6122,3,A,23,F6122_3_A_23,2/8/2022,11:59,38,Fall,Y,,,
674,Feather-RM61,F6122,3,A,24,F6122_3_A_24,2/8/2022,12:01,36,Fall,Y,,,
675,Feather-RM61,F6122,3,A,25,F6122_3_A_25,2/8/2022,12:03,33,Fall,Y,,,
676,Feather-RM61,F6122,3,A,26,F6122_3_A_26,2/8/2022,12:05,37,Fall,Y,,,
677,Feather-RM61,F6122,3,A,27,F6122_3_A_27,2/8/2022,12:07,35,Fall,Y,,,
678,Feather-RM61,F6122,3,A,28,F6122_3_A_28,2/8/2022,12:09,36,Fall,Y,,,
679,Feather-RM61,F6122,3,A,29,F6122_3_A_29,2/8/2022,12:11,37,Fall,Y,,,
680,Feather-RM61,F6122,3,A,30,F6122_3_A_30,2/8/2022,12:12,34,Fall,Y,,,
681,Feather-RM61,F6122,3,A,31,F6122_3_A_31,2/8/2022,12:14,36,Fall,Y,,,
682,Feather-RM61,F6122,3,A,32,F6122_3_A_32,2/8/2022,12:16,36,Fall,Y,,,
683,Feather-RM61,F6122,3,A,33,F6122_3_A_33,2/8/2022,12:19,37,Fall,Y,,,
684,Feather-RM61,F6122,3,A,34,F6122_3_A_34,2/8/2022,12:20,38,Fall,Y,,,
685,Feather-RM61,F6122,3,A,35,F6122_3_A_35,2/8/2022,12:22,42,Fall,Y,,,
686,Feather-RM61,F6122,3,A,36,F6122_3_A_36,2/8/2022,12:23,38,Fall,Y,,,
687,Feather-RM61,F6122,3,A,37,F6122_3_A_37,2/8/2022,12:25,39,Fall,Y,,,
688,Feather-RM61,F6122,3,A,38,F6122_3_A_38,2/8/2022,12:27,43,Fall,Y,,,
689,Feather-RM61,F6122,3,A,39,F6122_3_A_39,2/8/2022,12:28,34,Fall,Y,,,
690,Feather-RM61,F6122,3,A,40,F6122_3_A_40,2/8/2022,12:30,37,Fall,Y,,,
691,Feather-RM61,F6122,3,A,41,F6122_3_A_41,2/8/2022,12:32,37,Fall,Y,,,
692,Feather-RM61,F6122,3,A,42,F6122_3_A_42,2/8/2022,12:34,37,Fall,Y,,,
693,Feather-RM61,F6122,3,A,43,F6122_3_A_43,2/8/2022,12:36,39,Fall,Y,,,
694,Feather-RM61,F6122,3,A,44,F6122_3_A_44,2/8/2022,12:37,35,Fall,Y,,,
695,Feather-RM61,F6122,3,A,45,F6122_3_A_45,2/8/2022,12:39,34,Fall,Y,,,
696,Feather-RM61,F6122,3,A,46,F6122_3_A_46,2/8/2022,12:41,35,Fall,Y,,,
697,Feather-RM61,F6122,3,A,47,F6122_3_A_47,2/8/2022,12:42,35,Fall,Y,,,
698,Feather-RM61,F6122,3,A,48,F6122_3_A_48,2/8/2022,12:44,38,Fall,Y,,,
699,Feather-RM61,F6122,3,A,49,F6122_3_A_49,2/8/2022,12:45,35,Fall,Y,,,
700,Feather-RM61,F6122,3,A,50,F6122_3_A_50,2/8/2022,12:47,34,Fall,Y,,,
701,Feather-RM61,F6122,3,B,1,F6122_3_B_1,2/8/2022,10:25,60,Spring,Y,,,
702,Feather-RM61,F6122,3,B,2,F6122_3_B_2,2/8/2022,10:28,60,Spring,Y,,,
703,Feather-RM61,F6122,3,B,3,F6122_3_B_3,2/8/2022,10:31,51,Fall,Y,,,
704,Feather-RM61,F6122,3,B,4,F6122_3_B_4,2/8/2022,10:38,51,Fall,Y,,,
705,Feather-RM61,F6122,3,B,5,F6122_3_B_5,2/8/2022,10:41,51,Fall,Y,,,
706,Feather-RM61,F6122,3,B,6,F6122_3_B_6,2/8/2022,10:51,56,Spring,Y,,,
707,Feather-RM61,F6122,3,B,7,F6122_3_B_7,2/8/2022,10:55,51,Fall,Y,,,
708,Feather-RM61,F6122,3,B,8,F6122_3_B_8,2/8/2022,11:02,53,Spring,Y,,,
709,Feather-RM61,F6122,3,B,9,F6122_3_B_9,2/8/2022,11:05,51,Fall,Y,,,
710,Feather-RM61,F6122,3,B,10,F6122_3_B_10,2/9/2022,11:30,52,Fall,Y,,,
711,Feather-RM61,F6122,3,B,11,F6122_3_B_11,2/9/2022,11:34,53,Fall,Y,,,
712,Feather-RM61,F6122,3,B,12,F6122_3_B_12,2/9/2022,11:40,51,Fall,Y,,,
713,Feather-RM61,F6122,4,A,1,F6122_4_A_1,2/22/2022,9:12,35,Fall,Y,,,
714,Feather-RM61,F6122,4,A,2,F6122_4_A_2,2/22/2022,9:19,46,Fall,Y,,,
715,Feather-RM61,F6122,4,A,3,F6122_4_A_3,2/22/2022,9:20,34,Fall,Y,,,
716,Feather-RM61,F6122,4,A,4,F6122_4_A_4,2/22/2022,9:22,37,Fall,Y,,,
717,Feather-RM61,F6122,4,A,5,F6122_4_A_5,2/22/2022,9:23,35,Fall,Y,,,
718,Feather-RM61,F6122,4,A,6,F6122_4_A_6,2/22/2022,9:26,32,Fall,Y,,,
719,Feather-RM61,F6122,4,A,7,F6122_4_A_7,2/22/2022,9:32,38,Fall,Y,,,
720,Feather-RM61,F6122,4,A,8,F6122_4_A_8,2/22/2022,9:37,33,Fall,Y,,,
721,Feather-RM61,F6122,4,A,9,F6122_4_A_9,2/22/2022,9:42,36,Fall,Y,,,
722,Feather-RM61,F6122,4,A,10,F6122_4_A_10,2/22/2022,9:44,38,Fall,Y,,,
723,Feather-RM61,F6122,4,A,11,F6122_4_A_11,2/22/2022,9:45,44,Fall,Y,,,
724,Feather-RM61,F6122,4,A,12,F6122_4_A_12,2/22/2022,9:59,34,Fall,Y,,,
725,Feather-RM61,F6122,4,A,13,F6122_4_A_13,2/22/2022,10:00,34,Fall,Y,,,
726,Feather-RM61,F6122,4,A,14,F6122_4_A_14,2/22/2022,10:16,36,Fall,Y,,,
727,Feather-RM61,F6122,4,A,15,F6122_4_A_15,2/22/2022,10:23,34,Fall,Y,,,
728,Feather-RM61,F6122,4,A,16,F6122_4_A_16,2/22/2022,10:33,35,Fall,Y,,,
729,Feather-RM61,F6122,4,A,17,F6122_4_A_17,2/22/2022,10:41,37,Fall,Y,,,
730,Feather-RM61,F6122,4,A,18,F6122_4_A_18,2/22/2022,10:43,38,Fall,Y,,,
731,Feather-RM61,F6122,4,A,19,F6122_4_A_19,2/22/2022,10:45,36,Fall,Y,,,
732,Feather-RM61,F6122,4,A,20,F6122_4_A_20,2/22/2022,10:48,38,Fall,Y,,,
733,Feather-RM61,F6122,4,A,21,F6122_4_A_21,2/22/2022,10:50,43,Fall,Y,,,
734,Feather-RM61,F6122,4,A,22,F6122_4_A_22,2/22/2022,10:51,38,Fall,Y,,,
735,Feather-RM61,F6122,4,A,23,F6122_4_A_23,2/22/2022,10:57,36,Fall,Y,,,
736,Feather-RM61,F6122,4,A,24,F6122_4_A_24,2/22/2022,10:59,46,Fall,Y,,,
737,Feather-RM61,F6122,4,A,25,F6122_4_A_25,2/22/2022,11:07,34,Fall,Y,,,
738,Feather-RM61,F6122,4,A,26,F6122_4_A_26,2/22/2022,11:09,36,Fall,Y,,,
739,Feather-RM61,F6122,4,A,27,F6122_4_A_27,2/22/2022,11:10,34,Fall,Y,,,
740,Feather-RM61,F6122,4,A,28,F6122_4_A_28,2/22/2022,11:11,36,Fall,Y,,,
741,Feather-RM61,F6122,4,A,29,F6122_4_A_29,2/22/2022,11:13,35,Fall,Y,,,
742,Feather-RM61,F6122,4,A,30,F6122_4_A_30,2/22/2022,11:24,50,Fall,Y,,,
743,Feather-RM61,F6122,4,A,31,F6122_4_A_31,2/22/2022,11:26,38,Fall,Y,,,
744,Feather-RM61,F6122,4,A,32,F6122_4_A_32,2/22/2022,11:28,35,Fall,Y,,,
745,Feather-RM61,F6122,4,A,33,F6122_4_A_33,2/22/2022,11:30,34,Fall,Y,,,
746,Feather-RM61,F6122,4,A,34,F6122_4_A_34,2/22/2022,11:31,33,Fall,Y,,,
747,Feather-RM61,F6122,4,A,35,F6122_4_A_35,2/22/2022,11:41,36,Fall,Y,,,
748,Feather-RM61,F6122,4,A,36,F6122_4_A_36,2/22/2022,11:43,37,Fall,Y,,,
749,Feather-RM61,F6122,4,A,37,F6122_4_A_37,2/22/2022,11:47,48,Fall,Y,,,
750,Feather-RM61,F6122,4,A,38,F6122_4_A_38,2/22/2022,11:53,35,Fall,Y,,,
751,Feather-RM61,F6122,4,A,39,F6122_4_A_39,2/22/2022,11:55,38,Fall,Y,,,
752,Feather-RM61,F6122,4,A,40,F6122_4_A_40,2/22/2022,11:56,36,Fall,Y,,,
753,Feather-RM61,F6122,4,A,41,F6122_4_A_41,2/22/2022,11:57,35,Fall,Y,,,
754,Feather-RM61,F6122,4,A,42,F6122_4_A_42,2/22/2022,12:08,34,Fall,Y,,,
755,Feather-RM61,F6122,4,A,43,F6122_4_A_43,2/22/2022,12:13,49,Fall,Y,,,
756,Feather-RM61,F6122,4,A,44,F6122_4_A_44,2/22/2022,12:14,49,Fall,Y,,,
757,Feather-RM61,F6122,4,A,45,F6122_4_A_45,2/22/2022,12:22,43,Fall,Y,,,
758,Feather-RM61,F6122,4,A,46,F6122_4_A_46,2/22/2022,12:23,50,Fall,Y,,,
759,Feather-RM61,F6122,4,A,47,F6122_4_A_47,2/22/2022,12:24,45,Fall,Y,,,
760,Feather-RM61,F6122,4,A,48,F6122_4_A_48,2/22/2022,12:26,45,Fall,Y,,,
761,Feather-RM61,F6122,4,A,49,F6122_4_A_49,2/22/2022,12:27,37,Fall,Y,,,
762,Feather-RM61,F6122,4,A,50,F6122_4_A_50,2/22/2022,12:28,35,Fall,Y,,,
763,Feather-RM61,F6122,4,B,1,F6122_4_B_1,2/22/2022,9:15,54,Fall,Y,,,
764,Feather-RM61,F6122,4,B,2,F6122_4_B_2,2/22/2022,9:16,66,Spring,Y,,,
765,Feather-RM61,F6122,4,B,3,F6122_4_B_3,2/22/2022,9:17,63,Spring,Y,,,
766,Feather-RM61,F6122,4,B,4,F6122_4_B_4,2/22/2022,9:25,51,Fall,Y,,,
767,Feather-RM61,F6122,4,B,5,F6122_4_B_5,2/22/2022,9:28,57,Fall,Y,,,
768,Feather-RM61,F6122,4,B,6,F6122_4_B_6,2/22/2022,9:29,59,Spring,Y,,,
769,Feather-RM61,F6122,4,B,7,F6122_4_B_7,2/22/2022,9:33,63,Spring,Y,,,
770,Feather-RM61,F6122,4,B,8,F6122_4_B_8,2/22/2022,9:35,60,Spring,Y,Tube was open before using it,,
771,Feather-RM61,F6122,4,B,9,F6122_4_B_9,2/22/2022,9:38,51,Fall,Y,,,
772,Feather-RM61,F6122,4,B,10,F6122_4_B_10,2/22/2022,9:40,52,Fall,Y,,,
773,Feather-RM61,F6122,4,B,11,F6122_4_B_11,2/22/2022,9:46,58,Spring,Y,,,
774,Feather-RM61,F6122,4,B,12,F6122_4_B_12,2/22/2022,9:48,59,Spring,Y,,,
775,Feather-RM61,F6122,4,B,13,F6122_4_B_13,2/22/2022,10:01,53,Fall,Y,,,
776,Feather-RM61,F6122,4,B,14,F6122_4_B_14,2/22/2022,10:02,53,Fall,Y,,,
777,Feather-RM61,F6122,4,B,15,F6122_4_B_15,2/22/2022,10:04,60,Spring,Y,,,
778,Feather-RM61,F6122,4,B,16,F6122_4_B_16,2/22/2022,10:05,63,Spring,Y,,,
