location_code,sample_event_number,first_sample_date,sample_bin_code,min_fork_length,max_fork_length,expected_number_of_samples
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,7,2022-04-04,C,105,145,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,A,25,65,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,B,65,105,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,C,105,145,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,8,2022-04-18,D,145,185,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,A,25,65,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,B,65,105,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,9,2022-05-02,C,105,145,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,A,25,65,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,B,65,105,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F17,10,2022-05-16,C,105,145,30
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,A,30,50,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,B,50,70,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,3,2022-02-07,C,70,90,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,A,30,50,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,B,50,70,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,4,2022-02-21,C,70,90,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,A,30,50,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
F61,5,2022-03-07,B,50,70,50
